Study:;A2C_optimize_hparams_study_1_2021_12_10_20_54_02;
Lengths;[500, 500, 20, 500, 21]
Min;20
Max;500
Mean;308.2

Trial Number 25 hyperparameters;
lr_schedule;linear
learning_rate;0.11443287350125177
n_steps;8
gae_lambda;0.9
ent_coef;0.004292303751648717
vf_coef;0.855812000250358
normalize_advantage;True
max_grad_norm;0.7
use_rms_prop;True
activation_fn;relu
Rewards;[135.646057, 75.644146, 0.790239, 137.322171, 1.059622]
Min;0.790239
Max;137.322171
Mean;70.092447
Lengths;[500, 500, 20, 500, 21]
Min;20
Max;500
Mean;308.2

Trial Number 29 hyperparameters;
lr_schedule;constant
learning_rate;0.046778564816062955
n_steps;4
gae_lambda;0.95
ent_coef;1.7083770665453168e-05
vf_coef;0.4126438957651114
normalize_advantage;False
max_grad_norm;0.8
use_rms_prop;False
activation_fn;tanh
Rewards;[135.646057, 75.644146, 0.790239, 137.322171, 1.059622]
Min;0.790239
Max;137.322171
Mean;70.092447
Lengths;[500, 500, 20, 500, 21]
Min;20
Max;500
Mean;308.2

Trial Number 30 hyperparameters;
lr_schedule;linear
learning_rate;0.7039103240412494
n_steps;8
gae_lambda;0.9
ent_coef;0.08963733964416709
vf_coef;0.895815099981256
normalize_advantage;True
max_grad_norm;0.7
use_rms_prop;True
activation_fn;relu
Rewards;[135.646057, 75.644146, 0.790239, 137.322171, 1.059622]
Min;0.790239
Max;137.322171
Mean;70.092447
Lengths;[500, 500, 20, 500, 21]
Min;20
Max;500
Mean;308.2

Trial Number 32 hyperparameters;
lr_schedule;linear
learning_rate;0.058038661725279224
n_steps;4
gae_lambda;0.95
ent_coef;2.940956331190081e-05
vf_coef;0.3101699522559362
normalize_advantage;True
max_grad_norm;0.8
use_rms_prop;True
activation_fn;relu
Rewards;[135.646057, 75.644146, 0.790239, 137.322171, 1.059622]
Min;0.790239
Max;137.322171
Mean;70.092447
Lengths;[500, 500, 20, 500, 21]
Min;20
Max;500
Mean;308.2

Trial Number 33 hyperparameters;
lr_schedule;linear
learning_rate;0.8487722885223191
n_steps;4
gae_lambda;0.95
ent_coef;0.05320891017906169
vf_coef;0.06637628555814368
normalize_advantage;True
max_grad_norm;0.8
use_rms_prop;True
activation_fn;relu
Rewards;[135.646057, 75.644146, 0.790239, 137.322171, 1.059622]
Min;0.790239
Max;137.322171
Mean;70.092447
Lengths;[500, 500, 20, 500, 21]
Min;20
Max;500
Mean;308.2

Trial Number 37 hyperparameters;
lr_schedule;linear
learning_rate;0.395416633643968
n_steps;4
gae_lambda;0.95
ent_coef;0.028341989079988226
vf_coef;0.06522256431789333
normalize_advantage;True
max_grad_norm;0.8
use_rms_prop;True
activation_fn;relu
Rewards;[135.646057, 75.644146, 0.790239, 137.322171, 1.059622]
Min;0.790239
Max;137.322171
Mean;70.092447
Lengths;[500, 500, 20, 500, 21]
Min;20
Max;500
Mean;308.2

Trial Number 38 hyperparameters;
lr_schedule;linear
learning_rate;0.1805934847637395
n_steps;4
gae_lambda;0.95
ent_coef;8.10266811654272e-05
vf_coef;0.1080166661872855
normalize_advantage;True
max_grad_norm;0.6
use_rms_prop;True
activation_fn;relu
Rewards;[135.646057, 75.644146, 0.790239, 137.322171, 1.059622]
Min;0.790239
Max;137.322171
Mean;70.092447
Lengths;[500, 500, 20, 500, 21]
Min;20
Max;500
Mean;308.2

Trial Number 42 hyperparameters;
lr_schedule;linear
learning_rate;0.16727774855160935
n_steps;8
gae_lambda;0.9
ent_coef;0.008606590821468267
vf_coef;0.866012759931142
normalize_advantage;False
max_grad_norm;0.7
use_rms_prop;True
activation_fn;relu
Rewards;[135.646057, 75.644146, 0.790239, 137.322171, 1.059622]
Min;0.790239
Max;137.322171
Mean;70.092447
Lengths;[500, 500, 20, 500, 21]
Min;20
Max;500
Mean;308.2

Trial Number 46 hyperparameters;
lr_schedule;linear
learning_rate;0.04237656764916313
n_steps;32
gae_lambda;1.0
ent_coef;4.1615865413252874e-05
vf_coef;0.2729976786774634
normalize_advantage;True
max_grad_norm;0.9
use_rms_prop;True
activation_fn;relu
Rewards;[135.646057, 75.644146, 0.790239, 137.322171, 1.059622]
Min;0.790239
Max;137.322171
Mean;70.092447
Lengths;[500, 500, 20, 500, 21]
Min;20
Max;500
Mean;308.2

