#{"t_start": 1637425520.1133301, "env_id": null}
r,l,t
-461.804146,501,1620.583426
-457.999525,501,1625.153365
-1005.341427,30,1625.51591
-991.941686,24,1625.815882
-1022.104166,34,1626.196373
-457.29211,501,1630.777424
-460.257712,501,1635.584492
-1010.108808,17,1635.822577
-990.943369,22,1636.110301
-457.845026,501,1641.020866
-995.749731,28,1641.384712
-457.525798,501,1645.952714
-1007.552579,31,1646.296329
-987.179512,18,1646.517791
-465.427978,501,1651.085115
-1009.569554,32,1651.445869
-458.455035,501,1656.20288
-990.271332,12,1656.438387
-462.437142,501,1660.958745
-994.481691,26,1661.314644
-1015.161872,12,1661.507713
-988.557864,14,1661.706279
-995.633613,27,1662.035656
-992.705234,20,1662.285525
-459.78259,501,1666.861813
-456.201437,501,1671.652884
-454.453559,501,1676.170662
-1017.603515,35,1676.544033
-457.777997,501,1681.005915
-457.54883,501,1685.439941
-991.966633,21,1685.740072
-998.659555,28,1686.05193
-1042.229225,48,1686.54311
-1020.107454,36,1686.926029
-989.846661,22,1687.18334
-457.119839,501,1691.619852
-1006.69969,31,1692.016872
-451.285091,501,1696.53613
-457.352131,501,1701.063411
-990.009641,22,1701.336408
-460.776947,501,1705.785606
-464.302009,501,1710.328009
-1001.391236,29,1710.651917
-455.452276,501,1715.092335
-469.868715,501,1719.625213
-455.596727,501,1724.101853
-1020.200901,36,1724.536152
-459.267507,501,1729.034531
-461.470284,501,1733.558484
-1037.503239,43,1734.036768
-1046.46566,48,1734.552746
-1001.740805,19,1734.801064
-459.218025,501,1739.29454
-455.282623,501,1743.740606
-460.344329,501,1748.242854
-994.061888,26,1748.560494
-457.781068,501,1753.004429
-458.93761,501,1757.537159
-459.673627,501,1762.092152
-459.184424,501,1766.615301
-458.589331,501,1771.114753
-1012.892816,33,1771.492491
-990.611427,24,1771.785977
-1038.401157,36,1772.169246
-1010.324366,32,1772.516066
-462.291173,501,1777.043181
-456.429631,501,1781.495756
-454.705837,501,1785.997923
-455.535374,501,1790.474296
-459.48359,501,1794.952348
-991.695696,21,1795.205849
-1009.275535,32,1795.563034
-457.540709,501,1800.014224
-1009.38056,17,1800.242305
-989.075122,14,1800.476507
-456.229345,501,1804.945863
-993.197871,20,1805.196746
-993.958009,19,1805.439301
-992.139189,21,1805.708002
-1006.03292,31,1806.058534
-458.38759,501,1810.52481
-989.482811,21,1810.791804
-1034.676214,20,1811.056012
-989.799334,23,1811.32045
-457.402122,501,1815.796247
-993.073698,27,1816.106501
-459.719296,501,1820.596123
-993.696423,20,1820.863268
-1016.471171,20,1821.115867
-457.785975,501,1825.608436
-463.130546,501,1830.134602
-457.754032,501,1834.557183
-1014.020012,22,1834.820786
-457.33579,501,1839.32128
-457.102371,501,1843.69636
-457.039458,501,1848.199352
-457.261897,501,1852.681875
-1352.897023,390,1856.18565
-457.549611,501,1860.665539
-1009.66604,32,1861.032285
-1299.669388,338,1864.119771
-991.453364,12,1864.329268
-1176.511978,162,1865.880597
-1067.378892,54,1866.428902
-1203.222903,166,1867.932907
-1052.293093,45,1868.380814
-1016.760431,36,1868.779572
-492.54023,501,1873.233997
-1041.739749,47,1873.726512
-989.136694,24,1874.015085
-1013.445233,34,1874.381873
-465.830105,501,1878.815979
-462.734729,501,1883.341587
-993.361628,26,1883.632412
-992.140029,22,1883.916726
-462.075775,501,1888.372439
-1017.599785,12,1888.616525
-453.201507,501,1893.094632
-1012.790858,33,1893.45083
-1420.94011,448,1897.522714
-1138.385084,154,1898.959447
-1025.503512,85,1899.759572
-1170.556567,154,1901.161692
-1002.478443,30,1901.477506
-1011.109871,32,1901.818188
-987.863646,24,1902.098473
-1039.195656,41,1902.507327
-994.844997,20,1902.75053
-986.575598,24,1903.019402
-995.223798,28,1903.37841
-983.283812,26,1903.703773
-978.542169,33,1904.056382
-1266.800201,242,1906.198295
-987.227562,28,1906.501434
-1075.537451,71,1907.177711
-1081.804744,115,1908.225891
-975.740583,43,1908.67076
-986.297213,45,1909.130492
-1053.0969,60,1909.705911
-1074.662908,48,1910.18212
-1008.79126,52,1910.70647
-993.496517,78,1911.441557
-986.325518,15,1911.646965
-992.554596,47,1912.115077
-1030.858868,34,1912.474106
57.3992,501,1916.977706
-1039.373888,21,1917.23314
-37.789212,501,1921.655009
-1041.677867,23,1921.922462
59.260504,501,1926.401552
-1034.107227,30,1926.745853
-1025.326214,32,1927.128818
-1046.432702,28,1927.485107
-985.450215,18,1927.701355
-1006.843273,107,1928.709474
-985.173993,60,1929.290803
-1038.034776,29,1929.611815
-1042.769547,22,1929.893715
-1041.017182,25,1930.185266
-986.413357,113,1931.249698
-987.465918,19,1931.48947
-1037.015916,19,1931.73626
-995.691616,118,1932.81106
-971.452048,121,1933.977579
-977.958703,69,1934.645535
-1002.711426,13,1934.863009
-912.523647,287,1937.440604
-974.39298,35,1937.83283
-1047.770595,42,1938.293152
-969.071338,64,1938.914517
-1044.914917,31,1939.249182
-1046.368908,25,1939.524528
-1045.359455,24,1939.810809
-995.500133,34,1940.170114
-983.488529,25,1940.513915
-983.427557,20,1940.753956
-1010.304386,34,1941.108325
-994.076232,21,1941.362813
-459.047349,501,1945.740033
-1241.63031,214,1947.673755
-991.603097,21,1947.920506
-468.912524,501,1952.394494
-1202.469798,203,1954.249367
-1073.167951,53,1954.797811
-518.209203,501,1959.279025
-1137.712499,130,1960.484339
-1026.909741,37,1960.867093
-993.747645,20,1961.100358
-981.985068,37,1961.53636
-988.013258,30,1961.865438
-975.095227,34,1962.244603
-1031.466355,47,1962.726155
-989.6322,46,1963.198248
-959.187598,42,1963.636146
-980.726857,27,1963.931932
-1146.523253,140,1965.190742
-983.513862,23,1965.456151
-999.305895,36,1965.840054
-1138.177846,121,1966.946769
-1271.90681,255,1969.289276
-1046.308931,33,1969.6487
-1044.342148,32,1970.027105
-1043.031523,84,1970.817567
-999.934838,30,1971.143747
-1010.124247,32,1971.498778
-1041.35007,34,1971.857374
-462.22087,501,1976.304947
-1012.221001,33,1976.703739
-985.138296,18,1976.935134
-1039.916641,45,1977.395696
-461.068839,501,1981.810784
-456.837975,501,1986.278496
-457.418228,501,1990.762833
-1005.232567,30,1991.101881
-459.900877,501,1995.545509
-1032.880525,39,1995.972694
-1037.481724,44,1996.458031
-1005.018559,30,1996.829206
-455.984291,501,2001.338455
-990.505653,24,2001.639469
-990.756715,26,2001.955821
-457.270455,501,2006.482457
-455.831173,501,2011.111505
-456.044343,501,2015.552807
-462.559793,501,2020.058775
-990.744865,23,2020.369288
-458.204456,501,2024.864413
-456.786501,501,2029.360646
-1004.618999,30,2029.707582
-459.310269,501,2034.262844
-451.677265,501,2038.740861
-455.441714,501,2043.197632
-459.312317,501,2047.710922
-459.219755,501,2052.138295
-454.719239,501,2056.690912
-461.358005,501,2061.170778
-454.321859,501,2065.72064
-990.61518,22,2065.972705
-1408.194624,450,2069.964592
-984.079027,26,2070.280707
-1008.348415,32,2070.635349
-1032.924785,38,2071.030928
-469.425929,501,2075.485565
-995.335172,19,2075.727814
-1025.979396,37,2076.157644
-1107.280523,87,2077.027106
-986.196386,25,2077.322667
-993.121963,17,2077.535935
-997.305977,14,2077.724308
-977.415392,31,2078.054665
-1245.678774,227,2080.100148
-510.43295,501,2084.586233
-1010.057717,11,2084.744081
-455.272304,501,2089.221632
-457.538098,501,2093.776228
-1018.116357,35,2094.177008
-1039.633147,41,2094.62313
-1017.98705,35,2094.995025
-457.60087,501,2099.502891
-455.757305,501,2103.999126
-993.706635,20,2104.240514
-470.226312,501,2108.756135
-1196.298466,188,2110.49702
-957.719894,85,2111.299373
-994.035609,72,2112.006361
-1030.107473,48,2112.482777
-997.059611,48,2112.965154
-1044.288972,69,2113.655221
-1203.548898,156,2115.073308
-1021.011893,54,2115.604107
-1006.803385,128,2116.77637
-994.134358,14,2116.967077
-1029.23841,17,2117.205265
-990.768563,28,2117.534878
-960.913783,61,2118.123084
-1059.806276,47,2118.627501
-973.071801,43,2119.061311
-981.554509,29,2119.39715
-982.972456,33,2119.761434
-983.430903,30,2120.128219
-1016.73583,38,2120.548668
-1018.141942,36,2120.942072
-991.178614,20,2121.181697
-1024.769099,38,2121.595145
-1112.466397,103,2122.592355
-1006.552324,35,2122.954398
-1016.430113,35,2123.355093
-988.545774,23,2123.779721
-991.691517,25,2124.088824
-1075.066437,48,2124.610953
-994.717495,27,2124.913728
-993.686989,31,2125.255718
-547.271623,501,2129.700198
-995.938097,19,2129.973411
-456.044207,501,2134.400828
-457.662955,501,2138.882478
-469.104214,501,2143.305552
-1017.716,35,2143.7082
-995.021446,19,2143.951051
-1017.956343,36,2144.343048
-1008.486737,10,2144.492549
-1021.691321,37,2144.894658
-990.37277,24,2145.192829
-998.677678,30,2145.569088
-1005.126166,27,2145.87245
-1018.167795,36,2146.266907
-1034.740457,39,2146.737985
-471.007592,501,2151.165575
-471.948039,501,2155.668378
-459.706943,501,2160.181122
-456.079614,501,2164.719259
-456.223657,501,2169.242975
-989.482803,23,2169.50549
-456.699679,501,2173.95221
-457.949504,501,2178.389931
-457.397478,501,2182.87955
-454.662585,501,2187.362075
-459.483128,501,2191.888058
-452.468153,501,2196.357484
-991.497352,24,2196.671957
-457.547314,501,2201.118478
-458.563715,501,2205.603618
-994.212801,20,2205.841522
-991.348154,22,2206.098501
-998.477187,28,2206.432941
-992.536926,25,2206.739419
-990.002054,23,2207.003602
-460.218029,501,2211.471024
-1009.782036,32,2211.834543
-456.188021,501,2216.234788
-1030.980429,23,2216.535192
-457.20312,501,2220.964269
-995.17633,19,2221.226982
-991.505115,24,2221.538123
-988.387465,23,2221.807374
-1013.468338,12,2221.998385
-458.695326,501,2226.408014
-990.703664,22,2226.664432
-989.090699,23,2226.973736
-999.628309,28,2227.283673
-462.669168,501,2231.75267
-1287.079755,300,2234.508045
-1089.742187,72,2235.232691
-1056.814459,54,2235.797538
-997.227627,34,2236.171185
-1054.54243,45,2236.65684
-980.813599,31,2237.011333
-1005.271562,10,2237.168265
-985.505164,27,2237.473426
-973.86198,36,2237.881244
-986.703614,36,2238.267905
-1000.23279,10,2238.422816
-1095.687593,112,2239.447523
-985.297245,40,2239.855198
-996.115583,56,2240.40262
-1105.358941,326,2243.325343
34.904648,501,2247.802102
58.139488,501,2252.31432
15.620475,501,2256.835949
-1037.419921,19,2257.107481
58.912824,501,2261.52968
66.601029,501,2265.997001
-1020.390331,37,2266.420835
59.499982,501,2270.918569
-1037.840034,27,2271.253689
44.681717,501,2275.734625
-1038.563363,28,2276.053483
-1018.053256,49,2276.562094
-989.476691,12,2276.735155
-52.184631,501,2281.267164
-1037.102784,19,2281.506049
-998.929156,18,2281.754742
58.826288,501,2286.217538
-64.560045,501,2290.649007
-1024.548781,35,2291.065133
-996.932903,37,2291.484845
-222.085462,501,2295.956107
-58.412668,501,2300.430374
51.866162,501,2304.960351
59.311294,501,2309.465083
-1034.817304,31,2309.821939
-1019.114335,20,2310.060484
60.106919,501,2314.483139
-1037.70946,30,2314.823444
-1022.568133,36,2315.248209
25.662034,501,2319.666601
-1032.964479,32,2320.024097
44.593403,501,2324.532122
-1036.699004,30,2324.871285
-18.011893,501,2329.344056
-52.257368,501,2333.82343
-21.381294,501,2338.320359
-229.790611,501,2342.794296
-1038.827058,20,2343.067205
-180.177071,501,2347.57062
-143.016868,501,2352.016922
-254.140219,501,2356.575199
58.111228,501,2361.056986
-1038.20622,29,2361.47103
-128.381524,501,2366.024009
-94.749811,501,2370.682692
-997.781336,33,2371.086155
-59.603645,501,2375.844188
58.885559,501,2380.589723
-35.031453,501,2385.12906
59.301132,501,2389.669995
-148.262649,501,2394.078186
-984.795669,16,2394.282964
-1032.852452,31,2394.638963
57.934832,501,2399.156262
-13.509411,501,2403.592635
-1034.817509,32,2403.997539
-1038.188481,31,2404.343275
-991.709549,18,2404.597062
-1016.710274,34,2404.99361
57.574061,501,2409.436543
-1011.23297,23,2409.715133
-1038.461447,20,2409.969934
-1000.13303,12,2410.170579
-1036.364009,18,2410.402734
-985.281109,18,2410.628346
-77.16857,501,2415.072857
-1041.478609,23,2415.344668
60.193179,501,2419.797949
-264.392433,501,2424.274331
-27.356506,501,2428.742813
57.34312,501,2433.268509
57.519774,501,2437.763241
60.023959,501,2442.253073
-14.790727,501,2446.71286
58.599575,501,2451.19276
-177.214382,501,2455.684576
-1039.55558,22,2455.974534
-1026.509258,33,2456.349469
-1039.12223,22,2456.617133
-992.893236,36,2456.992801
58.973391,501,2461.501299
-35.538966,501,2465.957388
13.82453,501,2470.471625
-991.601066,20,2470.729182
-1035.898269,19,2470.974572
-42.467896,501,2475.527797
-1036.825227,19,2475.783467
59.333702,501,2480.311796
-63.119692,501,2484.799784
-1020.665972,36,2485.177981
56.958719,501,2489.658586
-1024.820851,34,2490.026882
58.865402,501,2494.478411
-1036.756497,31,2494.847088
58.456528,501,2499.313145
-98.275185,501,2503.847143
-157.086423,501,2508.344929
-1000.216392,39,2508.75528
-995.061487,11,2508.911321
58.204873,501,2513.460399
-1041.520387,23,2513.743552
-1037.156857,19,2513.982987
-182.477614,501,2518.435868
-105.573873,501,2522.948185
50.162788,501,2527.39782
-182.528222,501,2531.861651
-1020.238755,36,2532.243321
56.544266,501,2536.733462
-1035.029831,18,2536.960209
56.355234,501,2541.427825
-135.438609,501,2545.960126
-989.285003,18,2546.204419
-1032.586964,32,2546.578418
49.398666,501,2551.095684
-992.710631,36,2551.498629
-1039.928588,26,2551.815825
-1040.875725,23,2552.09707
-1023.766135,34,2552.47873
-988.272931,45,2552.978794
-229.619278,501,2557.455086
16.32481,501,2561.890438
-994.342228,47,2562.35801
-87.702139,501,2566.804466
-1037.627576,26,2567.103353
-1041.837762,25,2567.389597
-1039.441793,21,2567.636911
-136.09425,501,2572.134009
-233.92847,501,2576.624109
-1022.372917,35,2577.032906
-1036.552632,28,2577.376268
57.18872,501,2581.896366
-1039.375004,27,2582.200788
-1027.552472,33,2582.552578
-11.014274,501,2587.045724
-986.056385,38,2587.464602
58.289454,501,2591.954848
16.411303,501,2596.43085
-85.073514,501,2600.92626
51.693441,501,2605.402128
-1024.410181,34,2605.766102
-983.333041,17,2605.981111
-33.699594,501,2610.433679
-144.112436,501,2614.931442
-105.650501,501,2619.423865
-1038.348044,26,2619.742795
-1037.445632,20,2619.996963
-1041.705111,23,2620.269953
-193.793096,501,2624.695472
-22.315133,501,2629.192317
-1042.248215,23,2629.47646
-1019.779374,36,2629.868616
7.741016,501,2634.322416
-1037.856349,31,2634.687346
-2.773843,501,2639.194439
58.499919,501,2643.733633
-1038.098194,21,2643.99582
58.497197,501,2648.482259
-102.90135,501,2652.973016
-1035.426205,18,2653.202575
-96.120604,501,2657.710772
32.470438,501,2662.2224
-1039.262583,22,2662.495899
-17.34075,501,2666.981119
-1041.560894,23,2667.25265
-233.856736,501,2671.696443
-131.765917,501,2676.21038
-33.968232,501,2680.697207
-182.618423,501,2685.175171
59.629085,501,2689.662599
56.16787,501,2694.158393
-1036.922206,19,2694.388283
-1038.022222,27,2694.726284
-1036.667047,28,2695.037098
-128.502937,501,2699.449185
59.438647,501,2703.899968
-129.062957,501,2708.413306
-1039.647113,25,2708.709826
-136.90123,501,2713.220005
-1040.372107,23,2713.501476
-1037.710577,19,2713.739713
-54.691295,501,2718.202049
-19.80988,501,2722.678193
58.942141,501,2727.173349
-103.809708,501,2731.705908
-108.406032,501,2736.208164
59.409022,501,2740.720468
59.392013,501,2745.110247
57.143217,501,2749.618976
-994.089835,39,2750.043164
-1041.88666,23,2750.389931
-1032.695123,31,2750.78213
-1040.279153,23,2751.059222
-79.350164,501,2755.507304
-1028.093684,34,2755.89247
-112.022257,501,2760.339037
47.76498,501,2764.873112
-1026.197705,16,2765.094169
-1026.620258,33,2765.455782
-1040.36404,24,2765.747849
-1041.366387,23,2766.009663
29.400914,501,2770.488807
-1037.548607,20,2770.738728
-1028.641437,33,2771.100738
-1032.755385,31,2771.453545
57.961111,501,2775.934821
59.962313,501,2780.455099
-1041.433973,23,2780.737448
-148.967946,501,2785.249622
-1025.901258,34,2785.625122
-82.127167,501,2790.109776
-1037.88707,20,2790.412523
-983.539761,18,2790.665698
-985.53591,43,2791.116603
-1025.989568,33,2791.468839
50.33811,501,2795.927875
58.042562,501,2800.371912
-990.337952,19,2800.619117
-1039.722202,22,2800.8846
-1037.528384,20,2801.140273
-1026.999484,33,2801.513305
-250.041291,501,2806.044799
56.564967,501,2810.493368
19.722913,501,2815.101424
-11.870003,501,2819.629941
-996.74648,36,2820.039005
-1038.650808,26,2820.390267
56.025676,501,2824.813272
57.646392,501,2829.332396
-1036.587162,28,2829.653702
2.96103,501,2834.159479
55.958279,501,2838.608122
-987.245864,37,2839.021951
-1039.095282,22,2839.289582
48.413988,501,2843.751667
24.832635,501,2848.348219
-1028.148478,33,2848.762824
-1038.339871,20,2849.041509
-31.334981,501,2853.736501
-1031.952008,17,2853.973907
-27.688843,501,2858.467786
54.370583,501,2862.975757
-148.223825,501,2867.4912
-1037.90435,19,2867.727728
5.379491,501,2872.208877
7.842826,501,2876.845517
-999.474489,15,2877.04414
-63.089571,501,2881.529527
-23.58254,501,2886.076328
58.896334,501,2890.543318
-113.604844,501,2895.100765
-1038.049975,20,2895.361569
-122.844036,501,2899.963572
-242.053292,501,2904.49249
58.191622,501,2909.161871
-1014.326527,48,2909.664538
-1037.858116,27,2909.978853
-1022.051549,35,2910.397063
-996.053661,37,2910.780901
-123.470238,501,2915.307257
49.956738,501,2919.809873
-1041.873475,23,2920.152618
32.154594,501,2924.676304
-1029.191932,32,2925.047917
-22.845505,501,2929.599119
-206.159371,501,2934.100426
-88.213213,501,2938.621861
-999.377096,41,2939.053379
-71.952986,501,2943.564239
-1040.883139,25,2943.846702
59.272696,501,2948.306163
58.771818,501,2952.854715
-1038.830826,27,2953.16308
20.638931,501,2957.663162
-1036.472747,31,2958.012493
-183.461148,501,2962.451975
-984.288772,15,2962.680466
-1041.837326,23,2962.949117
-1037.848153,20,2963.207295
-273.426662,501,2967.705477
21.772144,501,2972.184048
-1041.106744,24,2972.469632
57.758366,501,2976.999174
-1005.34098,34,2977.374516
-1024.490111,34,2977.787076
35.638471,501,2982.221199
-1037.176319,27,2982.534003
-993.877412,39,2982.962684
-1039.202452,22,2983.235031
-1039.874927,24,2983.505181
-1037.675602,19,2983.746773
-76.389293,501,2988.169479
-989.118238,38,2988.588676
-1020.420047,36,2989.009866
-1038.964211,25,2989.289609
57.78668,501,2993.716217
-55.497564,501,2998.270303
-1024.335518,34,2998.660075
-127.713567,501,3003.12271
-23.878756,501,3007.648413
-1039.330024,21,3007.910196
57.793113,501,3012.388595
-213.463252,501,3016.879556
58.529488,501,3021.392437
-1037.788798,19,3021.619215
-108.863813,501,3026.122462
59.899615,501,3030.644487
-1021.768922,35,3031.039668
52.858516,501,3035.519901
56.639787,501,3040.03371
61.219467,501,3044.468977
-1024.382287,35,3044.867775
-1038.386161,26,3045.195055
-135.612154,501,3049.751328
-43.089203,501,3054.261268
-1037.866676,27,3054.587426
-101.913279,501,3059.052621
58.849876,501,3063.62714
-991.443962,22,3063.899958
-1041.046189,23,3064.182168
-1002.47589,36,3064.569497
-1032.770102,31,3064.923426
2.148057,501,3069.398219
-1039.352995,25,3069.717333
-1011.332946,21,3070.008636
-1034.363233,32,3070.378442
-263.62976,501,3074.940551
-991.550747,13,3075.153368
-243.4274,501,3079.645623
-1039.865531,22,3079.926555
58.079696,501,3084.470991
-1042.258262,23,3084.754503
-96.556761,501,3089.268412
-993.462068,17,3089.495427
-1036.285086,19,3089.740585
-991.473728,44,3090.198553
-13.988945,501,3094.786303
-1038.299743,25,3095.095738
-1015.804935,17,3095.311584
-1039.753021,22,3095.568975
56.542371,501,3100.055305
37.735586,501,3104.539211
-81.83704,501,3109.057503
-1041.026231,24,3109.339656
-986.90685,18,3109.576504
-1034.287714,31,3109.953523
-986.317787,47,3110.430286
-1037.99462,20,3110.665371
-1029.294508,32,3111.004791
47.80004,501,3115.404099
-146.455423,501,3119.918794
56.073639,501,3124.385924
32.183048,501,3128.919948
-99.165457,501,3133.393747
-9.933506,501,3137.915677
-1024.756573,35,3138.299853
-996.111971,12,3138.555677
-1037.962005,20,3138.828449
-123.022264,501,3143.306487
-1029.798598,32,3143.657622
-1029.85063,32,3144.035552
4.065385,501,3148.547597
58.738912,501,3152.982811
-141.725997,501,3157.482585
-1033.407492,31,3157.858561
-8.634654,501,3162.39229
57.735409,501,3166.985368
-987.749889,45,3167.488735
-1036.710045,19,3167.739364
34.366811,501,3172.200067
-1037.413938,28,3172.529946
57.628172,501,3177.011302
-1015.715345,12,3177.183376
57.12301,501,3181.698084
-23.738166,501,3186.295422
-1037.062911,28,3186.612187
56.648692,501,3191.10569
-71.009664,501,3195.58375
58.402527,501,3200.08446
57.873049,501,3204.60437
-71.320334,501,3209.141585
-1036.653889,19,3209.431062
-1035.940376,30,3209.805179
56.41636,501,3214.315237
-982.681357,21,3214.619426
-1040.802748,23,3214.891041
-224.853022,501,3219.346327
-1036.393847,19,3219.579844
-32.083122,501,3224.095371
-1036.538284,19,3224.363352
-1026.055756,33,3224.728715
58.962842,501,3229.193212
-1032.980973,32,3229.566375
-1038.444793,25,3229.890451
-193.125143,501,3234.474088
-133.902843,501,3239.010384
-1013.028418,44,3239.468776
-7.687131,501,3244.014143
-1037.019027,27,3244.343676
-177.376831,501,3248.791873
-1027.172939,33,3249.179778
-1025.235982,34,3249.567598
-1033.695563,31,3249.929123
-132.884877,501,3254.383247
59.366989,501,3258.909595
58.959077,501,3263.353515
-31.19025,501,3267.808143
58.633955,501,3272.346321
50.344024,501,3276.80778
-1026.070735,33,3277.173152
-1038.14892,28,3277.496518
-1036.597139,28,3277.818899
-1035.726535,18,3278.044597
57.995756,501,3282.522583
-216.886521,501,3287.124642
6.487206,501,3291.655964
-52.337672,501,3296.153928
-1032.907876,31,3296.512807
-156.500902,501,3300.968775
-1040.257382,23,3301.291557
-1036.865819,19,3301.549282
-1037.627173,19,3301.777879
-1012.992278,14,3301.986861
-67.320262,501,3306.427626
-98.727177,501,3310.948818
58.884951,501,3315.456949
-1033.096776,31,3315.798828
-28.218873,501,3320.293358
59.346601,501,3324.875305
-999.420715,19,3325.129856
-1033.136298,31,3325.492867
-1018.41389,34,3325.902962
-1022.71127,36,3326.287345
-1037.735824,20,3326.535132
59.318044,501,3331.052248
-1042.694736,24,3331.337464
5.777413,501,3335.885975
-80.008401,501,3340.371859
-1034.328649,32,3340.74683
-1008.750072,12,3340.920985
-1040.67149,23,3341.230553
-117.013915,501,3345.73087
43.73696,501,3350.232926
-1027.040736,33,3350.596978
60.031406,501,3354.998457
57.864314,501,3359.508863
-1038.724134,20,3359.777014
59.501253,501,3364.310564
-1035.503761,18,3364.578597
-177.155054,501,3369.082195
59.339553,501,3373.625267
13.135659,501,3378.158009
54.967117,501,3382.614971
59.324493,501,3387.074436
-1040.315874,23,3387.360068
59.444941,501,3391.853124
-1036.438311,28,3392.156885
59.436752,501,3396.615943
-1036.192768,19,3396.886885
-1039.980429,25,3397.173926
-1024.423357,34,3397.536114
-94.551154,501,3402.115578
-1032.132066,18,3402.367802
-986.493393,19,3402.631638
-6.34463,501,3407.154166
-1015.054109,40,3407.599284
59.487946,501,3412.077945
-259.189162,501,3416.590973
-1016.247943,47,3417.076731
-46.089482,501,3421.551793
-1033.853391,31,3421.886743
-29.137325,501,3426.423492
-1040.536122,23,3426.690769
56.307857,501,3431.190718
49.549788,501,3435.694352
-1036.13759,29,3436.018341
-117.353709,501,3440.510491
-107.689756,501,3445.041877
-1038.738925,21,3445.312896
-1000.147668,38,3445.731243
-989.803703,13,3445.913622
-8.277122,501,3450.352319
-1004.93359,44,3450.839996
-1024.159817,34,3451.236518
58.363688,501,3455.701029
15.972992,501,3460.183163
-992.829515,44,3460.657831
35.184775,501,3465.18451
-1040.362404,24,3465.493678
-1040.782859,24,3465.807928
-985.451997,45,3466.28874
-1023.479038,34,3466.657276
-991.510708,38,3467.054668
-990.644216,20,3467.308359
-68.048882,501,3471.82383
-1038.507244,25,3472.143794
30.309903,501,3476.639807
58.097351,501,3481.170641
-1030.939095,32,3481.519679
55.677011,501,3486.054332
-1024.447772,34,3486.48656
52.436016,501,3490.974932
-1040.647581,23,3491.248342
-1001.053875,38,3491.645997
-990.627517,38,3492.049505
57.834741,501,3496.533683
57.402947,501,3501.071516
-1037.599732,26,3501.395015
-1039.162471,20,3501.65703
-0.803691,501,3506.149375
-1023.802217,34,3506.519573
-1039.559447,22,3506.77876
-1038.009856,19,3507.023045
-996.575892,22,3507.280097
-227.607923,501,3511.779109
57.658295,501,3516.325469
-1037.198065,19,3516.558809
-70.125284,501,3521.019749
-1027.471408,18,3521.313656
13.363933,501,3525.877079
-1038.601936,27,3526.198312
-1024.539994,34,3526.565193
-1037.67707,19,3526.844805
-152.265442,501,3531.312367
-1027.997828,33,3531.680165
-42.518992,501,3536.125285
-5.34322,501,3540.703278
-252.084345,501,3545.256423
56.598589,501,3549.804688
-1033.002506,31,3550.154186
-1013.070088,19,3550.390939
42.839197,501,3554.899332
-27.940127,501,3559.396539
-1037.429661,20,3559.630465
-998.851448,44,3560.096577
-1034.313418,31,3560.546157
-993.463756,45,3561.003541
-99.816015,501,3565.668212
-96.5304,501,3570.305929
-1038.517491,20,3570.569065
-984.08935,17,3570.799098
-1041.358063,23,3571.126825
-1037.277542,19,3571.385658
-1036.946389,19,3571.676667
9.875281,501,3576.263091
52.819145,501,3580.757625
-1037.573765,19,3581.031906
-1002.428308,17,3581.280931
-238.764998,501,3585.7437
-45.503451,501,3590.318442
-214.62137,501,3594.836317
-188.303359,501,3599.388242
3.317185,501,3603.909832
0.266232,501,3608.491771
55.116465,501,3613.033118
-1035.649687,32,3613.388623
-1037.286273,26,3613.692537
58.118874,501,3618.155902
58.117214,501,3622.67294
-1003.56271,17,3622.896869
-26.436616,501,3627.411145
-20.558781,501,3631.982177
-95.463006,501,3636.487343
-38.702829,501,3641.146887
-1041.152388,22,3641.412457
-989.619513,35,3641.80288
-1039.848953,21,3642.072576
-1038.175623,20,3642.31377
59.531364,501,3646.887605
56.990752,501,3651.376949
-1039.523418,24,3651.669533
-1033.63499,31,3652.013853
56.662778,501,3656.490375
-1030.229253,32,3656.856567
-992.867623,16,3657.064603
-994.4511,36,3657.459986
19.100856,501,3662.00252
56.144236,501,3666.600289
58.521585,501,3671.150378
-1038.25454,21,3671.42437
57.518735,501,3675.903397
-199.276145,501,3680.485613
-143.963286,501,3685.11132
57.91465,501,3689.688699
-76.189661,501,3694.267529
-1023.426452,34,3694.641302
57.062107,501,3699.140082
-1039.741521,21,3699.39608
-994.780544,34,3699.76685
-119.205706,501,3704.2133
-997.986473,45,3704.698409
59.327357,501,3709.284056
-1038.69155,20,3709.526338
-983.11546,18,3709.800603
-983.883005,21,3710.084293
-70.398238,501,3714.532652
-5.959045,501,3719.087807
-1037.629052,20,3719.354227
42.136131,501,3723.977523
-73.264409,501,3728.514294
-1036.847225,28,3728.832605
-106.020596,501,3733.330863
-1038.94562,22,3733.600967
19.415178,501,3738.146278
-1033.439556,32,3738.536433
-1036.31536,18,3738.759822
-1041.964999,24,3739.07232
-987.374492,18,3739.294553
-1036.965911,20,3739.538595
-986.27378,44,3740.002517
-109.169245,501,3744.491636
-1036.975001,20,3744.74176
59.125946,501,3749.173863
-1036.912793,27,3749.478521
60.176238,501,3753.99047
-988.797741,49,3754.53542
-1027.838139,33,3754.910388
-1023.592859,34,3755.271143
-1040.737205,22,3755.565325
-72.220746,501,3760.04452
-1037.53822,20,3760.294544
-69.696763,501,3764.855637
50.749424,501,3769.381174
58.330192,501,3773.938663
-987.03223,46,3774.44392
-1036.88993,28,3774.755544
-1036.060345,19,3774.993616
